customer_id,order_id,product_id,product_name,category,brand,warehouse_id,city,state,region,supplier_id,selling_price,procurement_cost,discount_percent,promotion,promotion_name,promotion_type,holiday_flag,holiday_name,festival_flag,festival_name,weekend,month,day_of_week,units_sold,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,stockout_flag,inventory_turnover,delivery_time_days,return_quantity,shipping_cost,profit_margin,demand_trend,weather,payment_method,delivery_status,year,quarter,week,day,day_of_year,is_weekend,is_month_start,is_month_end,is_quarter_start,is_quarter_end,season,lag_1,lag_7,lag_14,lag_30,rolling_mean_7,rolling_std_7,rolling_min_7,rolling_max_7,rolling_mean_14,rolling_std_14,rolling_min_14,rolling_max_14,rolling_mean_30,rolling_std_30,rolling_min_30,rolling_max_30,ema_7,ema_14,ema_30,expanding_mean,difference_1,difference_7,growth_rate,month_sin,month_cos,weekday_sin,weekday_cos
3242,3242,22,32,2,6,0,3,7,2,24,5212.0,4204.08,20,1,2,1,0,3,0,0,0,12,0,32,102,57,50,12,1,0,0.31,6,2,348.06,19.34,2,2,1,2,2024,4,51,16,351,0,0,0,0,0,0,87.0,21.0,23.0,41.0,56.42857142857143,29.562685618062194,29.0,96.0,54.142857142857146,26.43964721880656,21.0,96.0,55.03333333333333,25.61718622107154,6.0,96.0,51.73125911780985,52.82895129967324,50.68379880550474,53.542857142857144,-55.0,11.0,-0.632183908045977,-2.4492935982947064e-16,1.0,0.0,1.0
3879,3879,22,32,2,6,1,1,3,2,18,15490.3,13697.76,30,1,0,4,0,3,0,0,0,2,1,53,56,78,32,2,1,0,0.95,4,0,255.62,11.57,1,4,5,1,2025,1,7,11,42,0,0,0,0,0,0,32.0,96.0,78.0,42.0,50.285714285714285,23.8936134124741,29.0,87.0,52.357142857142854,25.533107144246287,21.0,96.0,55.4,25.502670583618336,6.0,96.0,52.048444338357385,52.85175779305014,50.83323114063347,53.52777777777778,21.0,-43.0,0.65625,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
2501,2501,22,32,2,6,6,0,2,3,28,2512.8,1977.08,10,1,6,4,0,3,0,0,0,3,2,56,182,48,36,7,0,0,0.31,5,1,59.56,21.32,1,2,1,1,2025,1,11,12,71,0,0,0,0,0,1,53.0,31.0,39.0,53.0,53.857142857142854,22.3489639687434,29.0,87.0,53.57142857142857,25.251699975414567,21.0,96.0,55.5,25.498816740633554,6.0,96.0,53.036333253768035,53.27152342064346,51.16657106704422,53.5945945945946,3.0,25.0,0.05660377358490565,1.0,6.123233995736766e-17,0.9749279121818236,-0.22252093395631434
859,859,22,32,2,6,5,5,9,0,3,36340.2,28704.93,10,1,2,1,0,3,0,0,0,3,4,61,205,78,38,2,0,0,0.3,6,1,193.97,21.01,1,0,1,2,2025,1,12,21,80,0,0,0,0,0,1,56.0,79.0,36.0,77.0,51.285714285714285,19.87221079560003,29.0,87.0,55.357142857142854,24.793321504163004,21.0,96.0,54.96666666666667,25.19918352992241,6.0,96.0,55.02724994032603,54.30198696455767,51.80098583691234,53.78947368421053,5.0,-18.0,0.08928571428571419,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
4246,4246,22,32,2,6,9,9,0,2,6,31591.0,32989.95,30,1,0,4,0,3,0,0,0,4,0,75,98,42,32,3,2,0,0.77,1,0,103.12,-4.43,2,3,5,0,2025,2,17,21,111,0,0,0,0,0,1,61.0,29.0,92.0,58.0,57.857142857142854,18.8540762297226,32.0,87.0,54.142857142857146,23.22749412908082,21.0,96.0,55.53333333333333,25.4595464560374,6.0,96.0,60.02043745524452,57.061722035949984,53.297696428079284,54.333333333333336,14.0,46.0,0.2295081967213115,0.8660254037844387,-0.4999999999999998,0.0,1.0
185,185,22,32,2,6,5,5,9,0,41,11416.8,8847.5,20,1,0,4,0,3,0,0,0,5,4,39,47,69,39,11,1,0,0.83,3,3,167.72,22.5,0,2,4,2,2025,2,21,23,143,0,0,0,0,0,1,75.0,41.0,42.0,44.0,57.57142857142857,19.16469969203052,32.0,87.0,53.92857142857143,23.36158676682166,21.0,96.0,55.36666666666667,25.553842188107698,6.0,96.0,54.76532809143339,54.65349243115666,52.37526440046127,53.95,-36.0,-2.0,-0.48,0.49999999999999994,-0.8660254037844387,-0.433883739117558,-0.9009688679024191
3413,3413,22,32,2,6,3,2,6,2,36,44897.4,33826.9,10,1,1,2,0,3,0,0,1,5,6,49,117,53,23,8,2,0,0.42,1,3,179.54,24.66,1,3,5,1,2025,2,21,25,145,1,0,0,0,0,1,39.0,87.0,55.0,6.0,52.142857142857146,14.170727709243597,32.0,75.0,53.5,23.395430191517196,21.0,96.0,56.8,23.837669407025107,21.0,96.0,53.32399606857504,53.89969344033577,52.157505406883125,53.829268292682926,10.0,-38.0,0.2564102564102564,0.49999999999999994,-0.8660254037844387,-0.7818314824680299,0.6234898018587334
2893,2893,22,32,2,6,7,4,4,2,41,5529.25,4799.72,15,1,3,0,0,3,0,0,1,6,6,52,119,37,21,8,1,0,0.44,7,3,338.68,13.19,1,3,2,4,2025,2,23,8,159,1,0,0,0,0,2,49.0,32.0,21.0,90.0,55.0,11.120551545074871,39.0,75.0,55.714285714285715,21.470654647425437,29.0,96.0,55.53333333333333,23.00784473913691,21.0,96.0,52.99299705143128,53.64640098162434,52.147343767729375,53.785714285714285,3.0,20.0,0.061224489795918435,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
997,997,22,32,2,6,3,2,6,2,41,12289.8,12433.75,40,1,1,2,0,3,0,0,0,6,1,48,131,72,41,11,2,0,0.37,2,1,243.75,-1.17,0,5,2,0,2025,2,26,24,175,0,0,0,0,0,2,52.0,53.0,96.0,78.0,54.285714285714285,11.426785574755003,39.0,75.0,52.285714285714285,18.112590484685914,29.0,87.0,54.53333333333333,22.64681348268538,21.0,96.0,51.74474778857346,52.89354751740776,51.879773202069416,53.651162790697676,-4.0,-5.0,-0.07692307692307687,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
207,207,22,32,2,6,7,4,4,2,24,30928.8,24590.8,20,1,1,2,0,3,0,0,0,7,2,53,244,74,22,6,1,0,0.22,1,1,304.68,20.49,1,0,5,2,2025,3,27,2,183,0,0,0,0,0,2,48.0,56.0,31.0,28.0,53.857142857142854,11.408017231002836,39.0,75.0,53.857142857142854,17.046800479662075,29.0,87.0,55.36666666666667,22.089915523063734,21.0,96.0,52.05856084143009,52.907741181753394,51.952045898710104,53.63636363636363,5.0,-3.0,0.10416666666666674,-0.4999999999999997,-0.8660254037844388,0.9749279121818236,-0.22252093395631434
1613,1613,22,32,2,6,1,1,3,2,19,2700.8,1941.31,20,1,2,1,0,3,0,0,0,7,3,51,122,54,21,3,0,0,0.42,2,1,40.91,28.12,1,1,5,1,2025,3,27,3,184,0,0,0,0,0,2,53.0,61.0,79.0,88.0,52.42857142857143,10.982670331893246,39.0,75.0,51.857142857142854,15.436505896274417,29.0,87.0,54.13333333333333,21.220896229462348,21.0,96.0,51.79392063107257,52.65337569085294,51.89062358266429,53.577777777777776,-2.0,-10.0,-0.037735849056603765,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
2631,2631,22,32,2,6,9,9,0,2,39,8335.6,6712.64,30,1,1,2,0,3,0,0,1,7,5,87,128,38,42,8,2,0,0.68,3,0,174.37,19.47,1,5,2,0,2025,3,29,19,200,1,0,0,0,0,2,51.0,75.0,29.0,35.0,54.142857142857146,15.214341605084034,39.0,87.0,56.0,16.571523304011166,32.0,87.0,55.86666666666667,21.721963036542522,21.0,96.0,60.59544047330442,57.232925598739214,54.155744641847235,54.30434782608695,36.0,12.0,0.7058823529411764,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
3008,3008,22,32,2,6,9,9,0,2,22,3679.9,3274.02,30,1,6,4,0,3,0,0,1,7,5,45,240,39,24,11,1,0,0.19,2,2,61.91,11.03,2,4,3,3,2025,3,29,19,200,1,0,0,0,0,2,87.0,39.0,41.0,93.0,55.0,14.364307617610182,45.0,87.0,56.285714285714285,16.325669129547894,32.0,87.0,54.266666666666666,20.632972161806578,21.0,96.0,56.696580354978316,55.601868852240656,53.56505143914742,54.1063829787234,-42.0,6.0,-0.48275862068965514,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
2976,2976,22,32,2,6,6,0,2,3,40,18720.9,14840.32,10,1,2,1,0,3,0,0,0,7,0,51,235,46,24,2,2,0,0.22,3,3,199.87,20.73,1,0,4,2,2025,3,31,28,209,0,0,0,0,0,2,45.0,49.0,87.0,51.0,55.285714285714285,14.24446425474691,45.0,87.0,53.714285714285715,13.747327412592295,32.0,87.0,54.266666666666666,20.632972161806578,21.0,96.0,55.272435266233735,54.98828633860857,53.39956424952501,54.041666666666664,6.0,2.0,0.1333333333333333,-0.4999999999999997,-0.8660254037844388,0.0,1.0
2679,2679,22,32,2,6,4,8,1,1,5,643.0,390.7,0,0,4,4,0,3,0,0,0,9,3,30,51,53,22,10,2,0,0.59,4,2,222.74,39.24,0,2,1,0,2025,3,38,18,261,0,0,0,0,0,3,51.0,52.0,32.0,72.0,52.142857142857146,17.2088017346606,30.0,87.0,53.57142857142857,13.998430053261135,30.0,87.0,52.86666666666667,20.812352653856937,21.0,96.0,48.9543264496753,51.656514826794094,51.889914943104046,53.55102040816327,-21.0,-22.0,-0.4117647058823529,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
3017,3017,22,32,2,6,2,7,5,3,25,9879.0,7410.39,0,0,4,4,0,3,0,0,0,9,3,49,109,39,30,2,1,0,0.45,5,1,280.97,24.99,1,1,3,2,2025,3,38,18,261,0,0,0,0,0,3,30.0,48.0,53.0,55.0,52.285714285714285,17.172791325371726,30.0,87.0,53.285714285714285,14.051709840818306,30.0,87.0,52.666666666666664,20.819972727355246,21.0,96.0,48.96574483725647,51.30231284988822,51.7034688177425,53.46,19.0,1.0,0.6333333333333333,-1.0,-1.8369701987210297e-16,0.43388373911755823,-0.900968867902419
3861,3861,22,32,2,6,4,8,1,1,31,42469.4,37520.19,15,1,6,4,0,3,0,0,0,10,4,46,63,63,47,10,0,0,0.73,1,3,323.48,11.65,2,4,3,2,2025,4,40,3,276,0,0,0,0,0,3,49.0,53.0,56.0,23.0,51.285714285714285,17.327379929986407,30.0,87.0,52.57142857142857,14.156891693362034,30.0,87.0,53.43333333333333,20.100923521987287,21.0,96.0,48.22430862794236,50.595337803236454,51.33550308756556,53.31372549019608,-3.0,-7.0,-0.061224489795918324,-0.8660254037844386,0.5000000000000001,-0.433883739117558,-0.9009688679024191
3352,3352,22,32,2,6,4,8,1,1,17,14205.6,11492.51,20,1,2,1,0,3,0,0,0,10,0,51,72,39,43,10,0,0,0.71,7,1,253.07,19.1,1,1,1,3,2025,4,43,20,293,0,0,0,0,0,3,46.0,51.0,61.0,78.0,51.285714285714285,17.327379929986407,30.0,87.0,51.857142857142854,13.949674067640691,30.0,87.0,52.53333333333333,19.560222361992075,21.0,96.0,48.91823147095677,50.649292762804926,51.31385772707746,53.26923076923077,5.0,0.0,0.10869565217391308,-0.8660254037844386,0.5000000000000001,0.0,1.0
1302,1302,22,32,2,6,1,1,3,2,49,27854.4,24256.71,20,1,1,2,0,3,0,0,1,10,6,81,218,31,32,8,2,0,0.37,1,2,302.49,12.92,1,5,1,2,2025,4,43,26,299,1,0,0,0,0,3,51.0,87.0,75.0,39.0,50.42857142857143,15.29550198432145,30.0,81.0,52.285714285714285,14.782674741990133,30.0,87.0,53.93333333333333,20.05498189604206,21.0,96.0,56.93867360321758,54.696053727764266,53.22909271242731,53.79245283018868,30.0,-6.0,0.588235294117647,-0.8660254037844386,0.5000000000000001,-0.7818314824680299,0.6234898018587334
4571,4571,22,32,2,6,6,0,2,3,8,21112.0,12419.61,0,0,4,4,0,3,0,0,0,12,2,80,145,58,25,11,0,0,0.55,4,1,100.48,41.17,1,3,4,1,2025,4,51,17,351,0,0,0,0,0,0,81.0,45.0,39.0,36.0,55.42857142857143,18.59083235412143,30.0,81.0,55.214285714285715,15.962352686765941,30.0,87.0,55.4,20.305596306912793,21.0,96.0,62.704005202413185,58.06991323072903,54.956248021302976,54.27777777777778,-1.0,35.0,-0.012345679012345734,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
1139,1139,23,82,2,14,3,2,6,2,33,24203.75,16365.83,15,1,5,3,0,3,0,0,0,1,4,41,58,52,49,10,1,0,0.71,5,3,264.06,32.38,0,4,0,2,2023,1,2,13,13,0,0,0,0,0,0,0.0,0.0,0.0,0.0,41.0,0.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,0.0,41.0,41.0,41.0,41.0,41.0,41.0,0.0,0.0,0.0,0.49999999999999994,0.8660254037844387,-0.433883739117558,-0.9009688679024191
4178,4178,23,82,2,14,1,1,3,2,41,26835.6,29640.2,40,1,1,2,0,3,0,0,0,2,2,77,274,78,42,8,2,0,0.28,4,0,241.94,-10.45,0,1,3,4,2023,1,6,8,39,0,0,0,0,0,0,41.0,0.0,0.0,0.0,59.0,25.45584412271571,41.0,77.0,59.0,25.45584412271571,41.0,77.0,59.0,25.45584412271571,41.0,77.0,50.0,45.8,43.322580645161295,59.0,36.0,0.0,0.8780487804878048,0.8660254037844386,0.5000000000000001,0.9749279121818236,-0.22252093395631434
3812,3812,23,82,2,14,7,4,4,2,1,19160.0,16971.36,20,1,3,0,0,3,0,0,0,3,4,26,57,47,25,11,2,0,0.46,2,1,172.62,11.42,1,2,0,2,2023,1,9,3,62,0,0,0,0,0,1,77.0,0.0,0.0,0.0,48.0,26.210684844162312,26.0,77.0,48.0,26.210684844162312,26.0,77.0,48.0,26.210684844162312,26.0,77.0,44.0,43.160000000000004,42.20499479708638,48.0,-51.0,0.0,-0.6623376623376623,1.0,6.123233995736766e-17,-0.433883739117558,-0.9009688679024191
3363,3363,23,82,2,14,7,4,4,2,15,41739.0,29279.29,0,0,4,4,0,3,0,0,1,3,6,62,140,41,23,2,1,0,0.44,5,3,292.37,29.85,0,1,4,3,2023,1,10,12,71,1,0,0,0,0,1,26.0,0.0,0.0,0.0,51.5,22.516660498395403,26.0,77.0,51.5,22.516660498395403,26.0,77.0,51.5,22.516660498395403,26.0,77.0,48.5,45.672000000000004,43.48209190695177,51.5,36.0,0.0,1.3846153846153846,1.0,6.123233995736766e-17,-0.7818314824680299,0.6234898018587334
3512,3512,23,82,2,14,3,2,6,2,38,21124.2,24575.53,40,1,5,3,0,3,0,0,1,3,5,65,265,73,21,7,2,0,0.25,6,2,250.5,-16.34,2,2,4,1,2023,1,11,18,77,1,0,0,0,0,1,62.0,0.0,0.0,0.0,54.2,20.4132310034448,26.0,77.0,54.2,20.4132310034448,26.0,77.0,54.2,20.4132310034448,26.0,77.0,52.625,48.24906666666667,44.870344041987146,54.2,3.0,0.0,0.048387096774193505,1.0,6.123233995736766e-17,-0.9749279121818236,-0.2225209339563146
3287,3287,23,82,2,14,6,0,2,3,49,13869.6,13614.5,20,1,5,3,0,3,0,0,0,6,3,45,144,61,33,10,0,0,0.31,4,3,188.42,1.84,2,2,3,4,2023,2,22,1,152,0,1,0,0,0,2,65.0,0.0,0.0,0.0,52.666666666666664,18.640457791231057,26.0,77.0,52.666666666666664,18.640457791231057,26.0,77.0,52.666666666666664,18.640457791231057,26.0,77.0,50.71875,47.81585777777779,44.87870894250411,52.666666666666664,-20.0,0.0,-0.3076923076923077,1.2246467991473532e-16,-1.0,0.43388373911755823,-0.900968867902419
3380,3380,23,82,2,14,7,4,4,2,30,34247.7,26894.17,10,1,0,4,0,3,0,0,0,6,0,88,127,54,25,12,0,0,0.69,4,2,169.7,21.47,0,1,0,4,2023,2,25,19,170,0,0,0,0,0,2,45.0,0.0,0.0,0.0,57.714285714285715,21.63110634953196,26.0,88.0,57.714285714285715,21.63110634953196,26.0,88.0,57.714285714285715,21.63110634953196,26.0,88.0,60.0390625,53.173743407407414,47.660727720407074,57.714285714285715,43.0,0.0,0.9555555555555555,1.2246467991473532e-16,-1.0,0.0,1.0
3405,3405,23,82,2,14,3,2,6,2,22,10983.2,9565.7,20,1,3,0,0,3,0,0,1,6,6,81,274,49,43,11,1,0,0.3,6,3,165.91,12.91,1,3,1,3,2023,2,25,25,176,1,0,0,0,0,2,88.0,41.0,0.0,0.0,63.42857142857143,21.762790437327826,26.0,88.0,60.625,21.6526969616786,26.0,88.0,60.625,21.6526969616786,26.0,88.0,65.279296875,56.88391095308643,49.81164851263888,60.625,-7.0,40.0,-0.07954545454545459,1.2246467991473532e-16,-1.0,-0.7818314824680299,0.6234898018587334
1919,1919,23,82,2,14,7,4,4,2,5,13495.45,9192.68,15,1,3,0,0,3,0,0,0,6,2,34,72,31,44,4,0,0,0.47,6,1,195.78,31.88,1,5,4,2,2023,2,26,28,179,0,0,0,0,0,2,81.0,77.0,0.0,0.0,57.285714285714285,23.30746865788079,26.0,88.0,57.666666666666664,22.113344387495978,26.0,88.0,57.666666666666664,22.113344387495978,26.0,88.0,57.45947265625,53.832722826008236,48.79154215698477,57.666666666666664,-47.0,-43.0,-0.5802469135802469,1.2246467991473532e-16,-1.0,0.9749279121818236,-0.22252093395631434
2069,2069,23,82,2,14,4,8,1,1,17,9309.0,8176.3,25,1,5,3,0,3,0,0,1,7,6,89,160,39,43,8,2,0,0.56,7,0,119.87,12.17,0,1,1,0,2023,3,27,9,190,1,0,0,0,0,2,34.0,26.0,0.0,0.0,66.28571428571429,21.289389264093398,34.0,89.0,60.8,23.083423585864477,26.0,89.0,60.8,23.083423585864477,26.0,89.0,65.3446044921875,58.52169311587381,51.38563621137285,60.8,55.0,63.0,1.6176470588235294,-0.4999999999999997,-0.8660254037844388,-0.7818314824680299,0.6234898018587334
3095,3095,23,82,2,14,4,8,1,1,38,26618.6,19021.2,15,1,0,4,0,3,0,0,0,7,3,78,115,32,34,6,1,0,0.68,4,2,107.13,28.54,2,5,5,2,2023,3,29,20,201,0,0,0,0,0,2,89.0,62.0,0.0,0.0,68.57142857142857,21.609080983521277,34.0,89.0,62.36363636363637,22.504544995501362,26.0,89.0,62.36363636363637,22.504544995501362,26.0,89.0,68.50845336914062,61.11880070042397,53.102691939671374,62.36363636363637,-11.0,16.0,-0.1235955056179775,-0.4999999999999997,-0.8660254037844388,0.43388373911755823,-0.900968867902419
1794,1794,23,82,2,14,5,5,9,0,10,4292.0,3646.4,20,1,5,3,0,3,0,0,1,7,5,33,100,36,49,10,0,0,0.33,7,0,144.41,15.04,2,2,3,2,2023,3,30,29,210,1,0,0,0,0,2,78.0,65.0,0.0,0.0,64.0,25.521232990067958,33.0,89.0,59.916666666666664,23.070872361381387,26.0,89.0,59.916666666666664,23.070872361381387,26.0,89.0,59.63134002685547,57.36962727370077,51.8057440725958,59.916666666666664,-45.0,-32.0,-0.5769230769230769,-0.4999999999999997,-0.8660254037844388,-0.9749279121818236,-0.2225209339563146
1458,1458,23,82,2,14,1,1,3,2,9,24955.2,29141.72,40,1,2,1,0,3,0,0,0,8,4,62,250,35,37,10,1,0,0.25,5,3,302.67,-16.78,1,1,1,0,2023,3,32,11,223,0,0,0,0,0,2,33.0,45.0,0.0,0.0,66.42857142857143,24.185788822206746,33.0,89.0,60.07692307692308,22.096234741321645,26.0,89.0,60.07692307692308,22.096234741321645,26.0,89.0,60.2235050201416,57.987010303874,52.46343800339607,60.07692307692308,29.0,17.0,0.8787878787878789,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
1795,1795,23,82,2,14,3,2,6,2,2,28614.0,26012.08,25,1,0,4,0,3,0,0,0,8,3,57,254,47,35,12,0,0,0.22,5,3,287.89,9.09,2,5,2,2,2023,3,34,24,236,0,0,0,0,0,2,62.0,88.0,0.0,0.0,62.0,22.345767682792488,33.0,89.0,59.857142857142854,21.245296829242875,26.0,89.0,59.857142857142854,21.245296829242875,26.0,89.0,59.4176287651062,57.85540893002414,52.75611942253181,59.857142857142854,-5.0,-31.0,-0.08064516129032262,-0.8660254037844385,-0.5000000000000004,0.43388373911755823,-0.900968867902419
1040,1040,23,82,2,14,7,4,4,2,3,27830.6,26228.31,30,1,2,1,0,3,0,0,1,8,6,51,197,41,34,3,1,0,0.26,3,1,246.68,5.76,0,2,0,3,2023,3,34,27,239,1,0,0,0,0,2,57.0,81.0,41.0,0.0,57.714285714285715,20.926174086649514,33.0,89.0,60.57142857142857,20.724249214253952,26.0,89.0,59.266666666666666,20.599815070829663,26.0,89.0,57.31322157382965,56.94135440602092,52.642821395271696,59.266666666666666,-6.0,-30.0,-0.10526315789473684,-0.8660254037844385,-0.5000000000000004,-0.7818314824680299,0.6234898018587334
2536,2536,23,82,2,14,3,2,6,2,49,11349.0,7824.33,0,0,4,4,0,3,0,0,1,9,5,44,178,78,30,9,1,0,0.25,7,2,104.23,31.06,1,0,3,2,2023,3,37,16,259,1,0,0,0,0,3,51.0,34.0,77.0,0.0,59.142857142857146,19.316905993011844,33.0,89.0,58.214285714285715,20.588191430371594,26.0,89.0,58.3125,20.26398693906672,26.0,89.0,53.98491618037224,55.21584048521813,52.085220014931586,58.3125,-7.0,10.0,-0.13725490196078427,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
585,585,23,82,2,14,6,0,2,3,41,17481.0,15289.07,25,1,3,0,0,3,0,0,0,9,1,72,226,80,40,7,1,0,0.32,2,3,169.78,12.54,2,1,0,3,2023,3,38,19,262,0,0,0,0,0,3,44.0,89.0,26.0,0.0,56.714285714285715,15.660079668957465,33.0,78.0,61.5,18.62896834337483,33.0,89.0,59.11764705882353,19.899379239505112,26.0,89.0,58.48868713527918,57.45372842052238,53.37004453009729,59.11764705882353,28.0,-17.0,0.6363636363636365,-1.0,-1.8369701987210297e-16,0.7818314824680298,0.6234898018587336
3982,3982,23,82,2,14,2,7,5,3,4,19040.0,11539.9,0,0,4,4,0,3,0,0,1,10,5,34,224,76,38,7,1,0,0.15,1,1,115.86,39.39,1,3,1,4,2023,4,40,7,280,1,0,0,0,0,3,72.0,78.0,62.0,0.0,50.42857142857143,14.478226673838451,33.0,72.0,59.5,20.02210317086133,33.0,89.0,57.72222222222222,20.1926182072895,26.0,89.0,52.366515351459384,54.326564631119396,52.12036423783295,57.72222222222222,-38.0,-44.0,-0.5277777777777778,-0.8660254037844386,0.5000000000000001,-0.9749279121818236,-0.2225209339563146
4523,4523,23,82,2,14,3,2,6,2,39,18532.5,15547.62,25,1,0,4,0,3,0,0,0,12,2,83,117,59,42,2,2,0,0.71,2,2,48.72,16.11,1,1,5,0,2023,4,49,6,340,0,0,0,0,0,0,34.0,33.0,65.0,0.0,57.57142857142857,16.621844491082026,34.0,83.0,60.785714285714285,20.958488537063968,33.0,89.0,59.05263157894737,20.462631752675755,26.0,89.0,60.02488651359454,58.14968934697015,54.11259880313405,59.05263157894737,49.0,50.0,1.4411764705882355,-2.4492935982947064e-16,1.0,0.9749279121818236,-0.22252093395631434
3149,3149,23,82,2,14,4,8,1,1,19,13483.8,14018.08,40,1,3,0,1,2,0,0,0,1,0,55,93,37,20,2,1,0,0.59,6,3,76.72,-3.96,2,2,0,2,2024,1,1,1,1,0,1,0,1,0,0,83.0,62.0,45.0,0.0,56.57142857142857,16.52127056107915,34.0,83.0,61.5,20.545446809825886,33.0,89.0,58.85,19.937468033302206,26.0,89.0,58.7686648851959,57.729730767374136,54.16985049325444,58.85,-28.0,-7.0,-0.3373493975903614,0.49999999999999994,0.8660254037844387,0.0,1.0
2719,2719,23,82,2,14,8,6,8,1,6,1636.0,1277.7,20,1,1,2,0,3,0,0,0,1,2,28,153,53,28,12,1,0,0.18,4,1,343.01,21.9,2,1,4,2,2024,1,3,17,17,0,0,0,0,0,0,55.0,57.0,88.0,0.0,52.42857142857143,19.72187569559195,28.0,83.0,57.214285714285715,20.848090011865768,28.0,89.0,57.38095238095238,20.565690337249052,26.0,89.0,51.07649866389693,53.76576666505759,52.481473042076736,57.38095238095238,-27.0,-29.0,-0.49090909090909096,0.49999999999999994,0.8660254037844387,0.9749279121818236,-0.22252093395631434
3280,3280,23,82,2,14,5,5,9,0,6,18965.25,15624.89,25,1,1,2,0,3,0,0,0,2,1,52,69,42,49,5,1,0,0.75,3,0,224.4,17.61,0,0,0,2,2024,1,7,13,44,0,0,0,0,0,0,28.0,51.0,81.0,0.0,52.57142857142857,19.713423031504377,28.0,83.0,55.142857142857146,19.712772676450328,28.0,89.0,57.13636363636363,20.10282011617715,26.0,89.0,51.307373997922696,53.530331109716585,52.45041026516856,57.13636363636363,24.0,1.0,0.8571428571428572,0.8660254037844386,0.5000000000000001,0.7818314824680298,0.6234898018587336
4583,4583,23,82,2,14,1,1,3,2,25,4015.5,4219.29,25,1,0,4,0,3,0,0,0,3,0,33,174,56,36,7,1,0,0.19,2,2,141.01,-5.08,0,3,2,3,2024,1,11,11,71,0,0,0,0,0,1,52.0,44.0,34.0,0.0,51.0,20.91251618847749,28.0,83.0,55.07142857142857,19.796908405546116,28.0,89.0,56.08695652173913,20.2751819708867,26.0,89.0,46.73053049844202,50.79295362842104,51.19554508677059,56.08695652173913,-19.0,-11.0,-0.3653846153846154,1.0,6.123233995736766e-17,0.0,1.0
3584,3584,23,82,2,14,0,3,7,2,26,25781.0,16591.9,0,0,4,4,0,3,0,0,0,6,1,13,212,36,32,11,2,0,0.06,5,0,146.42,35.64,1,4,1,0,2024,2,25,18,170,0,0,0,0,0,2,33.0,72.0,89.0,0.0,42.57142857142857,22.838980879606854,13.0,83.0,49.642857142857146,20.193704818227747,13.0,83.0,54.291666666666664,21.692473482687525,13.0,89.0,38.297897873831516,45.75389314463157,48.73131637149507,54.291666666666664,-20.0,-59.0,-0.6060606060606061,1.2246467991473532e-16,-1.0,0.7818314824680298,0.6234898018587336
4912,4912,23,82,2,14,1,1,3,2,7,18134.1,12677.37,10,1,2,1,0,3,0,0,0,7,0,80,85,66,39,7,1,0,0.94,1,2,165.09,30.09,1,4,0,1,2024,3,27,1,183,0,1,0,1,0,2,13.0,34.0,78.0,0.0,49.142857142857146,26.314942342254717,13.0,83.0,49.785714285714285,20.415599508628286,13.0,83.0,55.32,21.849332560362875,13.0,89.0,48.72342340537364,50.32004072534736,50.748650799140556,55.32,67.0,46.0,5.153846153846154,-0.4999999999999997,-0.8660254037844388,0.0,1.0
3296,3296,23,82,2,14,2,7,5,3,16,29304.75,29400.55,25,1,2,1,0,3,0,0,0,8,4,72,156,36,29,6,0,0,0.46,7,3,145.03,-0.33,2,0,4,3,2024,3,34,23,236,0,0,0,0,0,2,80.0,83.0,33.0,0.0,47.57142857142857,24.199567095695066,13.0,80.0,52.57142857142857,20.60886398434603,13.0,83.0,55.96153846153846,21.65637230790193,13.0,89.0,54.54256755403023,53.210701961967715,52.11970558629278,55.96153846153846,-8.0,-11.0,-0.09999999999999998,-0.8660254037844385,-0.5000000000000004,-0.433883739117558,-0.9009688679024191
2978,2978,23,82,2,14,1,1,3,2,42,14010.0,13273.04,25,1,0,4,0,3,0,0,1,9,5,92,265,73,20,7,2,0,0.35,5,1,269.09,5.26,2,2,4,4,2024,3,38,21,265,1,0,0,0,0,3,72.0,55.0,62.0,0.0,52.857142857142854,29.54334990838926,13.0,92.0,54.714285714285715,23.076556773649585,13.0,92.0,57.2962962962963,22.339710787355283,13.0,92.0,63.90692566552267,58.382608367038685,54.69262780653196,57.2962962962963,20.0,37.0,0.2777777777777777,-1.0,-1.8369701987210297e-16,-0.9749279121818236,-0.2225209339563146
