date,customer_id,order_id,product_id,product_name,brand,warehouse_id,city,state,region,supplier_id,selling_price,procurement_cost,discount_percent,promotion,promotion_name,holiday_flag,festival_flag,weekend,month,day_of_week,units_sold,inventory_level,reorder_point,safety_stock,supplier_lead_time_days,lead_time_variability,stockout_flag,inventory_turnover,delivery_time_days,return_quantity,shipping_cost,profit_margin,demand_trend,delivery_status,category_Electronics,category_Fashion,category_Grocery,category_Home,promotion_type_Buy 1 Get 1,promotion_type_Cashback,promotion_type_Flat Discount,promotion_type_Percentage Discount,promotion_type_No Promotion,festival_name_Dussehra,festival_name_Holi,festival_name_Sankranti,festival_name_Ugadi,holiday_name_Independence Day,holiday_name_New Year,holiday_name_Republic Day,payment_method_Credit Card,payment_method_Debit Card,payment_method_Net Banking,payment_method_UPI,payment_method_Wallet,weather_Cold,weather_Hot,weather_Humid,weather_Rainy,weather_Sunny
2024-08-25,CUST100321,ORD202300321,P1079,Prestige Hom 19,13,0,Hyderabad,Telangana,South,49,38603.6,30242.28,15,1,Diwali Sale,No,No,Yes,August,Sunday,85,108,76,36,3,Low,No,0.79,5,1,161.85,21.66,Stable,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-07-18,CUST100322,ORD202300322,P1076,Philips Hom 16,12,3,Chennai,Tamil Nadu,South,45,29998.0,18374.39,0,0,No Promotion,No,No,No,July,Friday,25,208,76,23,3,Low,No,0.12,4,2,66.45,38.75,Decreasing,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
2025-11-13,CUST100323,ORD202300323,P1079,Prestige Hom 19,13,2,Mumbai,Maharashtra,West,10,18762.75,14033.95,25,1,Diwali Sale,No,No,No,November,Thursday,41,126,66,47,12,Low,No,0.33,7,1,95.45,25.2,Decreasing,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-09-25,CUST100324,ORD202300324,P1094,Lakme Beaut 14,5,7,Kochi,Kerala,South,29,16256.25,11080.8,15,1,Republic Day Sale,No,No,No,September,Wednesday,36,87,30,39,6,Low,No,0.41,4,3,208.49,31.84,Increasing,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2024-03-20,CUST100325,ORD202300325,P1076,Philips Hom 16,12,7,Kochi,Kerala,South,35,22452.0,17059.07,25,1,Weekend Flash Sale,No,No,No,March,Wednesday,20,82,65,28,11,High,No,0.24,7,1,55.16,24.02,Increasing,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023-03-17,CUST100326,ORD202300326,P1019,Dell Electronic 19,3,0,Hyderabad,Telangana,South,43,30738.4,27427.89,30,1,Diwali Sale,No,No,No,March,Friday,31,43,36,33,4,Low,No,0.72,3,1,339.55,10.77,Decreasing,2,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2023-07-10,CUST100327,ORD202300327,P1099,Loreal Beaut 19,7,4,New Delhi,Delhi,North,7,16017.0,16125.19,25,1,Great Indian Festival,No,No,No,July,Monday,74,214,34,29,9,Low,No,0.35,6,2,142.05,-0.68,Stable,4,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2024-03-04,CUST100328,ORD202300328,P1079,Prestige Hom 19,13,0,Hyderabad,Telangana,South,18,4417.8,5852.39,40,1,Diwali Sale,No,No,No,March,Monday,87,109,60,43,11,High,No,0.8,4,2,120.49,-32.47,Decreasing,2,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-10-13,CUST100329,ORD202300329,P1067,Prestige Hom 7,13,7,Kochi,Kerala,South,1,27604.6,25036.27,15,1,End of Season Sale,No,No,No,October,Monday,49,230,48,26,2,Low,No,0.21,4,0,268.62,9.3,Increasing,3,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False
2023-04-04,CUST100330,ORD202300330,P1043,Nestle Grocer 3,9,5,Kolkata,West Bengal,East,19,22156.2,22270.1,40,1,End of Season Sale,No,No,No,April,Tuesday,45,221,48,28,3,Medium,No,0.2,5,2,277.78,-0.51,Increasing,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2025-03-22,CUST100331,ORD202300331,P1093,Nivea Beaut 13,11,9,Vijayawada,Andhra Pradesh,South,30,40569.0,30751.74,0,0,No Promotion,No,No,Yes,March,Saturday,37,121,51,49,12,Medium,No,0.31,7,0,240.15,24.2,Stable,3,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-11-17,CUST100332,ORD202300332,P1060,Tata Grocer 20,17,6,Ahmedabad,Gujarat,West,34,48866.0,37078.37,0,0,No Promotion,No,No,Yes,November,Sunday,51,195,76,41,7,High,No,0.26,1,1,218.99,24.12,Stable,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
2024-07-28,CUST100333,ORD202300333,P1004,Apple Electronic 4,2,5,Kolkata,West Bengal,East,48,17353.7,18856.07,30,1,Republic Day Sale,No,No,Yes,July,Sunday,101,256,54,25,11,Low,No,0.39,3,2,260.05,-8.66,Stable,3,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2024-05-01,CUST100334,ORD202300334,P1048,Tata Grocer 8,17,7,Kochi,Kerala,South,28,14023.1,12532.24,30,1,Big Billion Days,No,No,No,May,Wednesday,34,129,80,21,5,Low,No,0.26,5,0,287.7,10.63,Decreasing,2,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
2025-09-17,CUST100335,ORD202300335,P1094,Lakme Beaut 14,5,8,Lucknow,Uttar Pradesh,North,2,16431.2,12032.23,20,1,End of Season Sale,No,No,No,September,Wednesday,32,164,73,24,5,High,No,0.2,4,3,261.24,26.77,Decreasing,2,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True
2023-04-01,CUST100336,ORD202300336,P1088,Lakme Beaut 8,5,9,Vijayawada,Andhra Pradesh,South,36,4429.5,4561.18,25,1,Great Indian Festival,No,No,Yes,April,Saturday,41,174,79,41,6,Low,No,0.24,7,2,238.04,-2.97,Increasing,2,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024-08-09,CUST100337,ORD202300337,P1036,Nike Fashio 16,10,8,Lucknow,Uttar Pradesh,North,39,15836.25,15155.95,25,1,End of Season Sale,No,No,No,August,Friday,54,92,40,28,3,Low,No,0.59,5,0,104.04,4.3,Stable,2,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2023-10-17,CUST100338,ORD202300338,P1091,Nivea Beaut 11,11,4,New Delhi,Delhi,North,30,32149.55,21476.3,15,1,Big Billion Days,No,No,No,October,Tuesday,63,201,58,21,4,Low,No,0.31,6,0,72.84,33.2,Increasing,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-01-02,CUST100339,ORD202300339,P1091,Nivea Beaut 11,11,9,Vijayawada,Andhra Pradesh,South,48,23427.6,28302.16,40,1,Republic Day Sale,No,No,No,January,Tuesday,65,144,51,46,5,High,No,0.45,6,0,341.84,-20.81,Stable,2,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2025-08-17,CUST100340,ORD202300340,P1013,Apple Electronic 13,2,7,Kochi,Kerala,South,39,12324.6,14944.69,40,1,Republic Day Sale,No,No,Yes,August,Sunday,87,207,44,50,5,Low,No,0.42,3,2,161.54,-21.26,Decreasing,0,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False
2024-10-27,CUST100341,ORD202300341,P1059,Fortune Grocer 19,4,7,Kochi,Kerala,South,49,2183.0,1460.06,0,0,No Promotion,No,No,Yes,October,Sunday,57,179,59,47,4,Medium,No,0.32,3,1,197.46,33.12,Stable,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2023-05-26,CUST100342,ORD202300342,P1039,Levis Fashio 19,6,8,Lucknow,Uttar Pradesh,North,21,21287.0,19868.69,30,1,Weekend Flash Sale,No,No,No,May,Friday,51,191,40,35,8,Low,No,0.27,2,3,283.14,6.66,Stable,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2024-04-28,CUST100343,ORD202300343,P1023,Levis Fashio 3,6,1,Bengaluru,Karnataka,South,6,34058.5,36938.25,30,1,Republic Day Sale,No,No,Yes,April,Sunday,42,193,68,34,7,High,No,0.22,7,3,94.61,-8.46,Stable,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-02-15,CUST100344,ORD202300344,P1042,Fortune Grocer 2,4,7,Kochi,Kerala,South,42,38223.0,24319.73,10,1,Republic Day Sale,No,No,Yes,February,Saturday,45,193,78,40,2,Low,No,0.23,2,3,204.69,36.37,Stable,3,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
2024-02-05,CUST100345,ORD202300345,P1027,Adidas Fashio 7,1,5,Kolkata,West Bengal,East,39,11905.8,12424.45,40,1,Diwali Sale,No,No,No,February,Monday,75,258,52,22,11,Low,No,0.29,5,3,302.77,-4.36,Stable,1,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-04-19,CUST100346,ORD202300346,P1001,Samsung Electronic 1,15,8,Lucknow,Uttar Pradesh,North,40,23743.0,18170.8,0,0,No Promotion,No,No,No,April,Wednesday,8,68,57,42,11,Medium,No,0.12,3,3,165.87,23.47,Stable,4,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2023-12-22,CUST100347,ORD202300347,P1061,Milton Hom 1,8,2,Mumbai,Maharashtra,West,8,9401.25,9537.03,25,1,Diwali Sale,No,No,No,December,Friday,66,172,39,29,12,Low,No,0.38,1,0,241.0,-1.44,Increasing,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-06-13,CUST100348,ORD202300348,P1018,Apple Electronic 18,2,1,Bengaluru,Karnataka,South,35,6894.0,7032.23,25,1,Republic Day Sale,No,No,No,June,Friday,74,233,41,34,10,Medium,No,0.32,7,3,159.26,-2.01,Increasing,1,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-01-16,CUST100349,ORD202300349,P1074,Prestige Hom 14,13,7,Kochi,Kerala,South,36,28860.6,32488.96,40,1,Big Billion Days,No,No,No,January,Monday,72,211,66,31,2,Low,No,0.34,4,2,75.08,-12.57,Stable,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False
2025-12-14,CUST100350,ORD202300350,P1097,Lakme Beaut 17,5,4,New Delhi,Delhi,North,4,27603.0,20881.34,10,1,Diwali Sale,No,No,Yes,December,Sunday,39,101,60,40,12,High,No,0.39,6,2,230.04,24.35,Stable,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-07-18,CUST100351,ORD202300351,P1066,Prestige Hom 6,13,7,Kochi,Kerala,South,19,30252.0,24778.43,20,1,Republic Day Sale,No,No,No,July,Friday,57,131,40,21,11,High,No,0.44,6,2,59.04,18.09,Stable,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2023-04-16,CUST100352,ORD202300352,P1085,Loreal Beaut 5,7,4,New Delhi,Delhi,North,8,43671.6,30167.56,10,1,Diwali Sale,No,No,Yes,April,Sunday,38,70,62,22,6,Medium,No,0.54,5,2,125.32,30.92,Stable,2,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True
2023-12-24,CUST100353,ORD202300353,P1076,Philips Hom 16,12,2,Mumbai,Maharashtra,West,33,34718.4,32633.57,20,1,Weekend Flash Sale,No,No,Yes,December,Sunday,61,261,74,27,9,Low,No,0.23,7,0,146.28,6.0,Increasing,0,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2023-11-12,CUST100354,ORD202300354,P1064,Milton Hom 4,8,6,Ahmedabad,Gujarat,West,41,15186.6,16706.43,40,1,Big Billion Days,No,No,Yes,November,Sunday,49,102,66,43,7,Low,No,0.48,3,0,56.28,-10.01,Stable,2,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2025-09-02,CUST100355,ORD202300355,P1096,Lakme Beaut 16,5,8,Lucknow,Uttar Pradesh,North,18,9307.8,11268.67,40,1,Weekend Flash Sale,No,No,No,September,Tuesday,80,147,39,36,8,Low,No,0.54,7,3,158.42,-21.07,Stable,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2023-07-19,CUST100356,ORD202300356,P1069,Philips Hom 9,12,5,Kolkata,West Bengal,East,41,17098.2,21788.49,40,1,Diwali Sale,No,No,No,July,Wednesday,62,131,47,45,3,Medium,No,0.47,5,3,182.94,-27.43,Decreasing,4,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
2024-02-04,CUST100357,ORD202300357,P1067,Prestige Hom 7,13,5,Kolkata,West Bengal,East,26,37921.9,28031.76,15,1,Republic Day Sale,No,No,Yes,February,Sunday,29,201,30,46,3,Low,No,0.14,1,0,252.5,26.08,Stable,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2024-05-30,CUST100358,ORD202300358,P1025,Puma Fashio 5,14,0,Hyderabad,Telangana,South,38,1577.7,989.08,10,1,Diwali Sale,No,No,No,May,Thursday,47,200,70,23,3,Low,No,0.23,2,3,243.48,37.31,Decreasing,2,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False
2024-01-13,CUST100359,ORD202300359,P1033,Puma Fashio 13,14,4,New Delhi,Delhi,North,16,27721.8,21860.03,10,1,Republic Day Sale,No,No,Yes,January,Saturday,63,259,57,42,12,Medium,No,0.24,2,0,125.96,21.14,Increasing,2,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False
2023-05-04,CUST100360,ORD202300360,P1034,Puma Fashio 14,14,4,New Delhi,Delhi,North,6,10674.0,7980.96,10,1,Weekend Flash Sale,No,No,No,May,Thursday,45,201,55,25,12,Medium,No,0.22,2,3,107.7,25.23,Decreasing,4,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-06-14,CUST100361,ORD202300361,P1014,Apple Electronic 14,2,0,Hyderabad,Telangana,South,41,4978.0,3448.94,0,0,No Promotion,No,No,No,June,Friday,37,235,58,20,9,Low,No,0.16,6,0,329.2,30.72,Decreasing,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2024-11-06,CUST100362,ORD202300362,P1051,Aashirvaad Grocer 11,0,9,Vijayawada,Andhra Pradesh,South,14,265.2,346.96,40,1,Diwali Sale,No,No,No,November,Wednesday,82,204,57,32,3,High,No,0.4,1,3,335.79,-30.83,Stable,1,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2025-01-05,CUST100363,ORD202300363,P1043,Nestle Grocer 3,9,4,New Delhi,Delhi,North,29,26454.0,18731.23,0,0,No Promotion,No,No,Yes,January,Sunday,24,117,64,47,7,Low,No,0.21,7,2,240.82,29.19,Increasing,3,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2024-01-27,CUST100364,ORD202300364,P1039,Levis Fashio 19,6,6,Ahmedabad,Gujarat,West,2,4318.2,4604.75,40,1,Republic Day Sale,No,No,Yes,January,Saturday,38,199,58,43,5,Low,No,0.19,2,0,263.12,-6.64,Decreasing,3,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2023-05-10,CUST100365,ORD202300365,P1070,Philips Hom 10,12,4,New Delhi,Delhi,North,2,24710.25,26082.28,25,1,Diwali Sale,No,No,No,May,Wednesday,22,31,51,21,7,High,No,0.71,4,0,105.62,-5.55,Decreasing,3,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2023-11-02,CUST100366,ORD202300366,P1095,Nivea Beaut 15,11,9,Vijayawada,Andhra Pradesh,South,2,15468.0,8650.01,0,1,Great Indian Festival,No,Yes,No,November,Thursday,58,183,71,20,9,High,No,0.32,2,1,44.45,44.08,Decreasing,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-07-19,CUST100367,ORD202300367,P1059,Fortune Grocer 19,4,9,Vijayawada,Andhra Pradesh,South,4,7970.2,6444.36,30,1,End of Season Sale,No,No,No,July,Wednesday,33,62,61,39,11,Low,No,0.53,7,1,172.13,19.14,Decreasing,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2023-09-05,CUST100368,ORD202300368,P1088,Lakme Beaut 8,5,9,Vijayawada,Andhra Pradesh,South,4,28780.0,27308.87,20,1,Big Billion Days,No,No,No,September,Tuesday,47,242,32,38,4,Medium,No,0.19,1,2,83.78,5.11,Stable,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-12-04,CUST100369,ORD202300369,P1057,Fortune Grocer 17,4,3,Chennai,Tamil Nadu,South,0,38341.0,22365.94,0,0,No Promotion,No,No,No,December,Monday,53,252,40,20,9,Low,No,0.21,1,1,327.1,41.67,Decreasing,2,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-05-02,CUST100370,ORD202300370,P1089,Loreal Beaut 9,7,7,Kochi,Kerala,South,39,38737.9,26695.97,15,1,Big Billion Days,No,No,No,May,Friday,54,187,58,33,5,Low,No,0.29,6,0,224.84,31.09,Decreasing,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
2024-09-08,CUST100371,ORD202300371,P1045,Tata Grocer 5,17,6,Ahmedabad,Gujarat,West,14,424.15,298.39,15,1,Diwali Sale,No,No,Yes,September,Sunday,95,119,69,31,10,High,No,0.8,4,1,125.69,29.65,Increasing,4,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True
2025-08-29,CUST100372,ORD202300372,P1064,Milton Hom 4,8,2,Mumbai,Maharashtra,West,39,9603.0,6012.62,10,1,Republic Day Sale,No,No,No,August,Friday,66,138,43,33,6,Medium,No,0.48,7,3,53.43,37.39,Decreasing,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
2023-11-20,CUST100373,ORD202300373,P1004,Apple Electronic 4,2,7,Kochi,Kerala,South,26,33944.0,19270.51,0,0,No Promotion,No,No,No,November,Monday,35,219,58,38,11,Medium,No,0.16,2,2,111.32,43.23,Increasing,2,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
2024-04-30,CUST100374,ORD202300374,P1095,Nivea Beaut 15,11,6,Ahmedabad,Gujarat,West,13,11308.4,7561.76,15,1,Weekend Flash Sale,No,No,No,April,Tuesday,94,218,33,48,8,Low,No,0.43,5,3,95.2,33.13,Stable,4,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-02-02,CUST100375,ORD202300375,P1081,Nivea Beaut 1,11,5,Kolkata,West Bengal,East,29,14299.2,10399.15,20,1,Big Billion Days,No,No,No,February,Friday,92,107,47,24,3,Medium,No,0.86,4,1,275.71,27.27,Increasing,2,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
2023-12-15,CUST100376,ORD202300376,P1074,Prestige Hom 14,13,8,Lucknow,Uttar Pradesh,North,17,15253.0,9959.05,0,0,No Promotion,No,No,No,December,Friday,71,196,43,38,9,Medium,No,0.36,1,3,268.22,34.71,Increasing,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2024-03-31,CUST100377,ORD202300377,P1076,Philips Hom 16,12,2,Mumbai,Maharashtra,West,27,37798.0,24736.64,0,0,No Promotion,No,No,Yes,March,Sunday,18,28,60,43,10,Low,No,0.64,5,3,188.57,34.56,Decreasing,3,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2024-05-07,CUST100378,ORD202300378,P1011,Samsung Electronic 11,15,8,Lucknow,Uttar Pradesh,North,41,49553.0,35841.19,0,0,No Promotion,No,No,No,May,Tuesday,57,112,38,31,6,Low,No,0.51,1,0,188.73,27.67,Stable,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
2023-02-19,CUST100379,ORD202300379,P1059,Fortune Grocer 19,4,7,Kochi,Kerala,South,40,5570.4,6047.04,40,1,End of Season Sale,No,No,Yes,February,Sunday,75,235,59,42,12,Low,No,0.32,1,3,316.96,-8.56,Stable,2,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-05-22,CUST100380,ORD202300380,P1097,Lakme Beaut 17,5,4,New Delhi,Delhi,North,3,32162.9,31878.37,30,1,Diwali Sale,No,No,No,May,Thursday,46,221,35,39,7,High,No,0.21,5,2,315.27,0.88,Increasing,3,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-03-25,CUST100381,ORD202300381,P1047,Fortune Grocer 7,4,5,Kolkata,West Bengal,East,15,8180.2,8486.59,30,1,Republic Day Sale,No,No,Yes,March,Saturday,99,280,79,26,4,Medium,No,0.35,5,0,241.2,-3.75,Decreasing,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False
2024-04-06,CUST100382,ORD202300382,P1042,Fortune Grocer 2,4,5,Kolkata,West Bengal,East,32,10632.6,11620.23,40,1,Diwali Sale,No,No,Yes,April,Saturday,34,50,53,31,9,Medium,No,0.68,5,0,185.75,-9.29,Decreasing,2,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
2025-07-14,CUST100383,ORD202300383,P1080,Philips Hom 20,12,5,Kolkata,West Bengal,East,4,39892.5,26465.94,10,1,Republic Day Sale,No,No,No,July,Monday,78,100,35,32,4,Medium,No,0.78,1,1,125.54,33.66,Decreasing,2,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
2024-02-23,CUST100384,ORD202300384,P1067,Prestige Hom 7,13,0,Hyderabad,Telangana,South,41,11647.8,13304.87,40,1,Weekend Flash Sale,No,No,No,February,Friday,36,157,52,33,9,High,No,0.23,1,2,98.61,-14.23,Increasing,4,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-11-18,CUST100385,ORD202300385,P1053,Aashirvaad Grocer 13,0,9,Vijayawada,Andhra Pradesh,South,28,13599.0,16924.09,40,1,Republic Day Sale,No,No,No,November,Monday,82,233,72,42,10,High,No,0.35,4,2,215.85,-24.45,Stable,2,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
2025-09-18,CUST100386,ORD202300386,P1048,Tata Grocer 8,17,4,New Delhi,Delhi,North,11,2640.8,2050.24,20,1,Big Billion Days,No,No,No,September,Thursday,41,199,40,42,10,Medium,No,0.21,2,1,89.99,22.36,Increasing,1,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True
2023-09-17,CUST100387,ORD202300387,P1057,Fortune Grocer 17,4,4,New Delhi,Delhi,North,28,20762.1,16869.13,15,1,Big Billion Days,No,No,Yes,September,Sunday,32,202,50,31,4,Medium,No,0.16,5,1,205.43,18.75,Increasing,3,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True
2023-10-25,CUST100388,ORD202300388,P1059,Fortune Grocer 19,4,5,Kolkata,West Bengal,East,18,10427.0,8263.79,0,0,No Promotion,No,No,No,October,Wednesday,74,203,51,40,6,Medium,No,0.36,7,1,287.87,20.75,Decreasing,4,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
2023-08-19,CUST100389,ORD202300389,P1094,Lakme Beaut 14,5,7,Kochi,Kerala,South,22,1695.6,1943.55,40,1,Big Billion Days,No,No,Yes,August,Saturday,67,73,55,39,5,Medium,No,0.92,1,2,57.06,-14.62,Decreasing,1,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
2024-03-30,CUST100390,ORD202300390,P1099,Loreal Beaut 19,7,4,New Delhi,Delhi,North,25,13026.0,7436.51,0,0,No Promotion,No,No,Yes,March,Saturday,70,243,72,50,3,High,No,0.29,2,3,138.5,42.91,Decreasing,4,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False
2025-01-09,CUST100391,ORD202300391,P1051,Aashirvaad Grocer 11,0,2,Mumbai,Maharashtra,West,28,35340.75,30270.88,25,1,End of Season Sale,No,No,No,January,Thursday,67,70,48,31,7,Medium,No,0.96,7,0,106.87,14.35,Stable,0,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
2025-06-25,CUST100392,ORD202300392,P1037,Levis Fashio 17,6,2,Mumbai,Maharashtra,West,19,28746.0,37087.48,40,1,Weekend Flash Sale,No,No,No,June,Wednesday,37,187,68,22,4,Low,No,0.2,4,2,60.5,-29.02,Decreasing,2,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
2025-04-18,CUST100393,ORD202300393,P1082,Nivea Beaut 2,11,4,New Delhi,Delhi,North,18,19155.5,18212.23,30,1,Big Billion Days,No,No,No,April,Friday,92,285,38,26,4,Medium,No,0.32,5,3,53.09,4.92,Stable,3,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
2025-08-07,CUST100394,ORD202300394,P1029,Nike Fashio 9,10,0,Hyderabad,Telangana,South,11,288.0,225.02,20,1,Big Billion Days,No,No,No,August,Thursday,80,111,71,41,6,Medium,No,0.72,4,1,48.82,21.87,Stable,1,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False
